suburb,state,latitude,longitude,assigned_region,index_right,SA4_NAME21,final_region,was_different
Montgomery,VIC,-38.0333,147.0667,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Pearsondale,VIC,-38.1335,147.0095,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Bundalaguah,VIC,-38.0333,147.0167,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Giffard West,VIC,-38.3529,146.9875,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Clydebank,VIC,-38.05,147.2,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Dutson,VIC,-38.1833,147.1833,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Darriman,VIC,-38.45,146.9333,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Glomar Beach,VIC,-38.3016,147.2795,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Somerton Park,VIC,-38.1804,147.169,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Cobains,VIC,-38.0833,147.15,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Lake Wellington,VIC,-38.0167,147.45,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Stradbroke,VIC,-38.3,147.0333,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Dutson Downs,VIC,-38.1804,147.169,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Kilmany,VIC,-38.1,146.9,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Airly,VIC,-38.0333,147.1167,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
East Sale,VIC,-38.1035,147.127,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Newry,VIC,-37.9167,146.8833,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Maffra West Upper,VIC,-37.8754,146.8215,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Tinamba West,VIC,-37.9311,146.8521,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Tinamba,VIC,-37.9625,146.8914,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Valencia Creek,VIC,-37.773,146.9994,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Nap Nap Marra,VIC,-37.8899,146.9726,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Monomak,VIC,-37.8899,146.9726,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Boisdale,VIC,-37.8833,146.9833,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Coongulla,VIC,-37.8913,146.786,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Toolome,VIC,-37.8899,146.9726,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Koorool,VIC,-37.8899,146.9726,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Wrixon,VIC,-37.8899,146.9726,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Wrathung,VIC,-37.8899,146.9726,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Woolenook,VIC,-37.8899,146.9726,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Riverslea,VIC,-38.0,146.95,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Briagolong,VIC,-37.8436,147.0727,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Moroka,VIC,-37.8899,146.9726,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Glenaladale,VIC,-37.7501,147.3026,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Fernbank,VIC,-37.8667,147.3167,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Budgeree,VIC,-38.4167,146.3333,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Grand Ridge,VIC,-38.4738,146.4208,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Johnstones Hill,VIC,-38.4422,146.3299,Central Queensland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Boolarra South,VIC,-38.45,146.2833,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Boolarra,VIC,-38.3794,146.2753,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Gormandale,VIC,-38.2833,146.7,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Mcloughlins Beach,VIC,-38.6101,146.8906,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Woodside Beach,VIC,-38.5467,146.9784,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Raymond Island,VIC,-37.9167,147.7333,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Ocean Grange,VIC,-37.9178,147.7264,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Boole Poole,VIC,-37.9178,147.7264,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Toora North,VIC,-38.6184,146.346,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Wonyip,VIC,-38.5622,146.3924,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Toora,VIC,-38.6629,146.3279,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Woorarra East,VIC,-38.606,146.3859,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Agnes,VIC,-38.6857,146.3898,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Hazel Park,VIC,-38.6333,146.3833,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Binginwarri,VIC,-38.5833,146.45,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Hedley,VIC,-38.6333,146.5,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Hilgay,VIC,-37.6231,141.6517,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Wootong Vale,VIC,-37.5186,141.7175,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Nareen,VIC,-37.3833,141.5667,,46.0,Warrnambool and South West,Warrnambool and South West,True
Tarrenlea,VIC,-37.6833,141.7333,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Melville Forest,VIC,-37.5,141.8667,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Konongwootong,VIC,-37.5333,141.6833,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Tarrayoukyan,VIC,-37.3167,141.5833,,46.0,Warrnambool and South West,Warrnambool and South West,True
Paschendale,VIC,-37.6667,141.6,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Coojar,VIC,-37.3527,141.6909,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Clover Flat,VIC,-37.5144,141.6863,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Culla,VIC,-37.2378,141.5765,,46.0,Warrnambool and South West,Warrnambool and South West,True
Brit Brit,VIC,-37.4333,141.7667,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Coleraine,VIC,-37.5983,141.6912,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Tahara Bridge,VIC,-37.7071,141.6278,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Gringegalgona,VIC,-37.4167,141.8167,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Gritjurk,VIC,-37.5833,141.7667,Warrnambool and South West,46.0,Warrnambool and South West,Warrnambool and South West,False
Kadnook,VIC,-37.0338,141.2876,North West,44.0,North West,North West,False
Charam,VIC,-36.95,141.5167,North West,44.0,North West,North West,False
Ullswater,VIC,-36.9667,141.3833,North West,44.0,North West,North West,False
Patyah,VIC,-36.9,141.2333,North West,44.0,North West,North West,False
Connewirricoo,VIC,-37.2,141.4667,,44.0,North West,North West,True
Edenhope,VIC,-37.0365,141.2966,North West,44.0,North West,North West,False
Langkoop,VIC,-37.1,141.0333,,44.0,North West,North West,True
Bringalbert,VIC,-36.85,141.1667,North West,44.0,North West,North West,False
Benayeo,VIC,-36.8408,141.0431,,44.0,North West,North West,True
Natimuk,VIC,-36.7403,141.9452,North West,44.0,North West,North West,False
Duchembegarra,VIC,-36.6234,141.9718,North West,44.0,North West,North West,False
Goroke,VIC,-36.7179,141.4731,North West,44.0,North West,North West,False
Minimay,VIC,-36.7167,141.1833,North West,44.0,North West,North West,False
Neuarpurr,VIC,-36.7667,141.0833,,44.0,North West,North West,True
Ozenkadnook,VIC,-36.85,141.3333,North West,44.0,North West,North West,False
Peronne,VIC,-36.7333,141.3833,North West,44.0,North West,North West,False
Miram,VIC,-36.3667,141.35,North West,44.0,North West,North West,False
Gerang Gerung,VIC,-36.3594,141.8555,North West,44.0,North West,North West,False
Lawloit,VIC,-36.4167,141.4667,North West,44.0,North West,North West,False
Little Desert,VIC,-36.5025,141.7614,North West,44.0,North West,North West,False
Nhill,VIC,-36.3333,141.6501,North West,44.0,North West,North West,False
Yanac,VIC,-36.1333,141.4333,North West,44.0,North West,North West,False
Kiata,VIC,-36.4186,141.7529,North West,44.0,North West,North West,False
Lorquon,VIC,-36.1463,141.7723,North West,44.0,North West,North West,False
Serviceton,VIC,-36.3833,140.9833,,44.0,North West,North West,True
Lillimur,VIC,-36.3667,141.1333,North West,44.0,North West,North West,False
Telopea Downs,VIC,-36.375,141.0583,,44.0,North West,North West,True
Balwyn North,VIC,-37.7909,145.0939,,36.0,Melbourne - Inner East,Melbourne - Inner East,True
Wattle Park,VIC,-37.8256,145.1232,Adelaide - Central and Hills,36.0,Melbourne - Inner East,Melbourne - Inner East,True
Box Hill South,VIC,-37.8324,145.121,Melbourne - Inner East,36.0,Melbourne - Inner East,Melbourne - Inner East,False
Box Hill North,VIC,-37.8027,145.1266,Melbourne - Inner East,36.0,Melbourne - Inner East,Melbourne - Inner East,False
Mont Albert North,VIC,-37.8004,145.1083,Melbourne - Inner East,36.0,Melbourne - Inner East,Melbourne - Inner East,False
Blackburn North,VIC,-37.8093,145.1518,,36.0,Melbourne - Inner East,Melbourne - Inner East,True
Blackburn South,VIC,-37.8398,145.1555,,36.0,Melbourne - Inner East,Melbourne - Inner East,True
Blackburn,VIC,-37.819,145.1533,,36.0,Melbourne - Inner East,Melbourne - Inner East,True
Burwood Heights,VIC,-37.85,145.15,Sydney - Inner West,36.0,Melbourne - Inner East,Melbourne - Inner East,True
Burwood East,VIC,-37.85,145.15,,36.0,Melbourne - Inner East,Melbourne - Inner East,True
Mickleham,VIC,-37.5366,144.902,,39.0,Melbourne - North West,Melbourne - North West,True
Craigieburn,VIC,-37.6,144.95,,39.0,Melbourne - North West,Melbourne - North West,True
Kalkallo,VIC,-37.5333,144.95,,39.0,Melbourne - North West,Melbourne - North West,True
Roxburgh Park,VIC,-37.6258,144.9255,Melbourne - North West,39.0,Melbourne - North West,Melbourne - North West,False
Thomastown,VIC,-37.6833,145.0167,,38.0,Melbourne - North East,Melbourne - North East,True
Lalor,VIC,-37.6667,145.0167,Melbourne - North East,38.0,Melbourne - North East,Melbourne - North East,False
Mill Park,VIC,-37.6667,145.0667,Melbourne - North East,38.0,Melbourne - North East,Melbourne - North East,False
Wollert,VIC,-37.5833,145.0333,,38.0,Melbourne - North East,Melbourne - North East,True
South Morang,VIC,-37.65,145.1,Melbourne - North East,38.0,Melbourne - North East,Melbourne - North East,False
Beveridge,VIC,-37.4833,144.9833,,38.0,Melbourne - North East,Melbourne - North East,True
West Wodonga,VIC,-36.1235,146.8519,,33.0,Hume,Hume,True
Derrimut,VIC,-37.7924,144.7699,Melbourne - West,42.0,Melbourne - West,Melbourne - West,False
Laverton North,VIC,-37.8258,144.7936,Melbourne - West,42.0,Melbourne - West,Melbourne - West,False
Williams Landing,VIC,-37.8619,144.7437,Melbourne - West,42.0,Melbourne - West,Melbourne - West,False
Altona Meadows,VIC,-37.8841,144.7837,,42.0,Melbourne - West,Melbourne - West,True
Seabrook,VIC,-37.8809,144.7587,Melbourne - West,42.0,Melbourne - West,Melbourne - West,False
Point Cook,VIC,-37.9148,144.7509,,42.0,Melbourne - West,Melbourne - West,True
Werribee,VIC,-37.9,144.6667,Melbourne - West,42.0,Melbourne - West,Melbourne - West,False
Quandong,VIC,-37.8139,144.4951,,42.0,Melbourne - West,Melbourne - West,True
Cocoroc,VIC,-37.9728,144.5643,,42.0,Melbourne - West,Melbourne - West,True
Werribee South,VIC,-37.9475,144.7167,,42.0,Melbourne - West,Melbourne - West,True
Brookfield,VIC,-37.7008,144.5603,Ballarat,42.0,Melbourne - West,Melbourne - West,True
Strathtulloh,VIC,-37.7287,144.5696,Melbourne - West,42.0,Melbourne - West,Melbourne - West,False
Melton South,VIC,-37.7077,144.5749,Melbourne - West,42.0,Melbourne - West,Melbourne - West,False
Exford,VIC,-37.7259,144.53,Melbourne - West,42.0,Melbourne - West,Melbourne - West,False
Weir Views,VIC,-37.7312,144.5758,Melbourne - West,42.0,Melbourne - West,Melbourne - West,False
Eynesbury,VIC,-37.8004,144.5746,,42.0,Melbourne - West,Melbourne - West,True
Cobblebank,VIC,-37.7064,144.602,Melbourne - West,42.0,Melbourne - West,Melbourne - West,False
Collingwood,VIC,-37.8025,144.9887,Adelaide - Central and Hills,35.0,Melbourne - Inner,Melbourne - Inner,True
Alphington,VIC,-37.7835,145.0288,,35.0,Melbourne - Inner,Melbourne - Inner,True
Burnley,VIC,-37.8296,145.0173,,35.0,Melbourne - Inner,Melbourne - Inner,True
Chirnside Park,VIC,-37.7386,145.3143,,40.0,Melbourne - Outer East,Melbourne - Outer East,True
Mooroolbark,VIC,-37.7825,145.3168,Melbourne - Outer East,40.0,Melbourne - Outer East,Melbourne - Outer East,False
Upwey,VIC,-37.9,145.3333,Melbourne - Outer East,40.0,Melbourne - Outer East,Melbourne - Outer East,False
Belgrave Heights,VIC,-37.9262,145.3437,Melbourne - Outer East,40.0,Melbourne - Outer East,Melbourne - Outer East,False
Tecoma,VIC,-37.903,145.3447,Melbourne - Outer East,40.0,Melbourne - Outer East,Melbourne - Outer East,False
Belgrave South,VIC,-37.9333,145.3333,,40.0,Melbourne - Outer East,Melbourne - Outer East,True
Belgrave,VIC,-37.9109,145.3536,Melbourne - Outer East,40.0,Melbourne - Outer East,Melbourne - Outer East,False
Kalorama,VIC,-37.8167,145.3667,Melbourne - Outer East,40.0,Melbourne - Outer East,Melbourne - Outer East,False
Mount Dandenong,VIC,-37.8333,145.3667,Melbourne - Outer East,40.0,Melbourne - Outer East,Melbourne - Outer East,False
Yering,VIC,-37.7,145.3667,,40.0,Melbourne - Outer East,Melbourne - Outer East,True
Gruyere,VIC,-37.7333,145.45,Melbourne - Outer East,40.0,Melbourne - Outer East,Melbourne - Outer East,False
Narbethong,VIC,-37.5639,145.6557,,33.0,Hume,Hume,True
Fernshaw,VIC,-37.6,145.6333,,40.0,Melbourne - Outer East,Melbourne - Outer East,True
Marysville,VIC,-37.5098,145.7481,,33.0,Hume,Hume,True
Cambarville,VIC,-37.5588,145.8906,,33.0,Hume,Hume,True
Avonsleigh,VIC,-37.9119,145.4843,,41.0,Melbourne - South East,Melbourne - South East,True
Clematis,VIC,-37.9333,145.4167,,41.0,Melbourne - South East,Melbourne - South East,True
Tremont,VIC,-37.8791,145.3162,Melbourne - Outer East,40.0,Melbourne - Outer East,Melbourne - Outer East,False
Ferny Creek,VIC,-37.8833,145.3333,Melbourne - Outer East,40.0,Melbourne - Outer East,Melbourne - Outer East,False
Olinda,VIC,-37.85,145.3667,Melbourne - North West,40.0,Melbourne - Outer East,Melbourne - Outer East,True
Sherbrooke,VIC,-37.8833,145.35,Melbourne - Outer East,40.0,Melbourne - Outer East,Melbourne - Outer East,False
The Patch,VIC,-37.8919,145.4022,Melbourne - Outer East,40.0,Melbourne - Outer East,Melbourne - Outer East,False
Monbulk,VIC,-37.8743,145.4259,,40.0,Melbourne - Outer East,Melbourne - Outer East,True
Silvan,VIC,-37.8167,145.4167,Melbourne - Outer East,40.0,Melbourne - Outer East,Melbourne - Outer East,False
Mount Evelyn,VIC,-37.7833,145.3833,Melbourne - Outer East,40.0,Melbourne - Outer East,Melbourne - Outer East,False
Powelltown,VIC,-37.8667,145.75,,40.0,Melbourne - Outer East,Melbourne - Outer East,True
Yarra Junction,VIC,-37.7819,145.6143,Melbourne - Outer East,40.0,Melbourne - Outer East,Melbourne - Outer East,False
Gladysdale,VIC,-37.8171,145.6529,Melbourne - Outer East,40.0,Melbourne - Outer East,Melbourne - Outer East,False
Gilderoy,VIC,-37.8667,145.7167,,40.0,Melbourne - Outer East,Melbourne - Outer East,True
Three Bridges,VIC,-37.8454,145.6845,,40.0,Melbourne - Outer East,Melbourne - Outer East,True
Millgrove,VIC,-37.7553,145.6535,Melbourne - Outer East,40.0,Melbourne - Outer East,Melbourne - Outer East,False
Wesburn,VIC,-37.7667,145.6333,Melbourne - Outer East,40.0,Melbourne - Outer East,Melbourne - Outer East,False
East Warburton,VIC,-37.7364,145.7429,,40.0,Melbourne - Outer East,Melbourne - Outer East,True
Big Pats Creek,VIC,-37.7637,145.7626,Melbourne - Outer East,40.0,Melbourne - Outer East,Melbourne - Outer East,False
Mcmahons Creek,VIC,-37.7167,145.8333,,33.0,Hume,Hume,True
Warburton,VIC,-37.7537,145.6904,,40.0,Melbourne - Outer East,Melbourne - Outer East,True
Narre Warren North,VIC,-37.9833,145.3167,,41.0,Melbourne - South East,Melbourne - South East,True
Narre Warren East,VIC,-37.9639,145.3629,,40.0,Melbourne - Outer East,Melbourne - Outer East,True
Icy Creek,VIC,-37.8595,146.0687,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Baw Baw Village,VIC,-37.8378,146.2499,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Vesper,VIC,-37.8751,146.0688,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Tanjil Bren,VIC,-37.8218,146.1792,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Gentle Annie,VIC,-37.938,145.8359,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Noojee,VIC,-37.8452,145.9693,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Toorongo,VIC,-37.8595,146.0687,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Piedmont,VIC,-37.8941,145.9368,Latrobe - Gippsland,34.0,Latrobe - Gippsland,Latrobe - Gippsland,False
Ada,VIC,-37.8595,146.0687,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Loch Valley,VIC,-37.8333,146.0,,34.0,Latrobe - Gippsland,Latrobe - Gippsland,True
Dadswells Bridge,VIC,-36.9,142.5167,North West,44.0,North West,North West,False
Ledcourt,VIC,-36.997,142.5557,North West,44.0,North West,North West,False
Roses Gap,VIC,-36.8939,142.6121,North West,44.0,North West,North West,False
Riachella,VIC,-36.8939,142.6121,North West,44.0,North West,North West,False
Brim,VIC,-36.0833,142.4167,North West,44.0,North West,North West,False
Boolite,VIC,-36.35,142.6667,North West,44.0,North West,North West,False
Minyip,VIC,-36.4596,142.5878,North West,44.0,North West,North West,False
Sheep Hills,VIC,-36.3333,142.55,North West,44.0,North West,North West,False
Hopevale,VIC,-35.8,142.2333,,44.0,North West,North West,True
Dimboola,VIC,-36.4562,142.0329,North West,44.0,North West,North West,False
Antwerp,VIC,-36.2675,141.9709,North West,44.0,North West,North West,False
Tarranyurk,VIC,-36.2167,142.05,North West,44.0,North West,North West,False
Rainbow,VIC,-35.8958,141.9979,North West,44.0,North West,North West,False
Albacutya,VIC,-35.738,141.9589,North West,44.0,North West,North West,False
Yaapeet,VIC,-35.7667,142.05,North West,44.0,North West,North West,False
Laen East,VIC,-36.3833,142.8833,North West,44.0,North West,North West,False
Laen,VIC,-36.45,142.8167,North West,44.0,North West,North West,False
Cope Cope,VIC,-36.45,143.05,North West,44.0,North West,North West,False
Carron,VIC,-36.2798,142.7501,North West,44.0,North West,North West,False
Swanwater West,VIC,-36.5333,143.0167,North West,44.0,North West,North West,False
Rich Avon East,VIC,-36.3061,142.9045,North West,44.0,North West,North West,False
Donald,VIC,-36.3686,142.9811,North West,44.0,North West,North West,False
Rich Avon West,VIC,-36.5167,142.8333,North West,44.0,North West,North West,False
Rich Avon,VIC,-36.4462,142.8974,North West,44.0,North West,North West,False
Litchfield,VIC,-36.3,142.8667,North West,44.0,North West,North West,False
Corack East,VIC,-36.1529,143.0581,North West,44.0,North West,North West,False
Corack,VIC,-36.1843,143.0262,North West,44.0,North West,North West,False
Jeffcott,VIC,-36.35,143.1333,North West,44.0,North West,North West,False
Lawler,VIC,-36.3061,142.9045,North West,44.0,North West,North West,False
Laen North,VIC,-36.4,142.8167,North West,44.0,North West,North West,False
Gil Gil,VIC,-36.3061,142.9045,North West,44.0,North West,North West,False
Areegra,VIC,-36.2833,142.6333,North West,44.0,North West,North West,False
Warmur,VIC,-36.1167,142.7833,North West,44.0,North West,North West,False
Morton Plains,VIC,-36.0833,142.9,North West,44.0,North West,North West,False
Massey,VIC,-36.2167,142.8667,North West,44.0,North West,North West,False
Watchem,VIC,-36.15,142.85,North West,44.0,North West,North West,False
Watchem West,VIC,-36.2,142.7697,North West,44.0,North West,North West,False
Lascelles,VIC,-35.6167,142.5833,North West,44.0,North West,North West,False
Mirimbah,VIC,-37.1103,146.3985,Hume,33.0,Hume,Hume,False
