suburb,state,latitude,longitude,assigned_region,index_right,SA4_NAME21,final_region,was_different
Palmwoods,QLD,-26.6858,152.9613,,64.0,Sunshine Coast,Sunshine Coast,True
Forest Glen,QLD,-26.6886,153.0045,North West,64.0,Sunshine Coast,Sunshine Coast,True
Mountain Creek,QLD,-26.7028,153.1013,,64.0,Sunshine Coast,Sunshine Coast,True
Cotton Tree,QLD,-26.6535,153.1012,Wide Bay,64.0,Sunshine Coast,Sunshine Coast,True
Maroochydore Dc,QLD,-26.6571,153.0856,Wide Bay,64.0,Sunshine Coast,Sunshine Coast,True
Sunshine Plaza,QLD,-26.6571,153.0856,Wide Bay,64.0,Sunshine Coast,Sunshine Coast,True
Maroochydore South,QLD,-26.6571,153.0856,Wide Bay,64.0,Sunshine Coast,Sunshine Coast,True
Maroochydore Bc,QLD,-26.6571,153.0856,Wide Bay,64.0,Sunshine Coast,Sunshine Coast,True
Nambour Dc,QLD,-26.6199,152.9313,Wide Bay,64.0,Sunshine Coast,Sunshine Coast,True
Nambour West,QLD,-26.6199,152.9313,Wide Bay,64.0,Sunshine Coast,Sunshine Coast,True
Nambour Bc,QLD,-26.6199,152.9313,Wide Bay,64.0,Sunshine Coast,Sunshine Coast,True
Sunshine Coast Mc,QLD,-26.6199,152.9313,Wide Bay,64.0,Sunshine Coast,Sunshine Coast,True
Parklands,QLD,-26.5955,152.9789,,64.0,Sunshine Coast,Sunshine Coast,True
North Arm,QLD,-26.5248,152.9552,Hume,64.0,Sunshine Coast,Sunshine Coast,True
Kawana Waters,QLD,-26.706,153.1316,,64.0,Sunshine Coast,Sunshine Coast,True
Warana Beach,QLD,-26.7212,153.1268,Ipswich,64.0,Sunshine Coast,Sunshine Coast,True
Sundown,QLD,-17.4931,146.0222,,54.0,Cairns,Cairns,True
Wooroonooran,QLD,-17.4486,145.8617,,54.0,Cairns,Cairns,True
Valettas Estate,QLD,-17.5155,145.9973,Moreton Bay - North,54.0,Cairns,Cairns,True
Eaton,QLD,-17.503,146.052,Latrobe - Gippsland,54.0,Cairns,Cairns,True
Njatjan,QLD,-17.5155,145.9973,Moreton Bay - North,54.0,Cairns,Cairns,True
Palmerston,QLD,-17.5155,145.9973,Moreton Bay - North,54.0,Cairns,Cairns,True
Millstream,QLD,-17.6532,145.414,Sunshine Coast,54.0,Cairns,Cairns,True
Toowoomba Bc,QLD,-27.569,151.9231,,65.0,Toowoomba,Toowoomba,True
Glenvale Park,QLD,-27.569,151.9231,,65.0,Toowoomba,Toowoomba,True
Macdonaldtown,QLD,-27.569,151.9231,,65.0,Toowoomba,Toowoomba,True
Northpoint,QLD,-27.569,151.9231,,65.0,Toowoomba,Toowoomba,True
Gowrie,QLD,-27.4833,151.8833,Shepparton,65.0,Toowoomba,Toowoomba,True
Toowoomba East,QLD,-27.569,151.9231,,65.0,Toowoomba,Toowoomba,True
Clifford Gardens,QLD,-27.569,151.9231,,65.0,Toowoomba,Toowoomba,True
Drayton North,QLD,-27.569,151.9231,,65.0,Toowoomba,Toowoomba,True
Northlands,QLD,-27.569,151.9231,,65.0,Toowoomba,Toowoomba,True
Charlton,QLD,-27.5333,151.8667,Brisbane Inner City,65.0,Toowoomba,Toowoomba,True
Toowoomba Dc,QLD,-27.569,151.9231,,65.0,Toowoomba,Toowoomba,True
Toowoomba South,QLD,-27.569,151.9231,,65.0,Toowoomba,Toowoomba,True
Southtown,QLD,-27.569,151.9231,,65.0,Toowoomba,Toowoomba,True
Toowoomba Village Fair,QLD,-27.569,151.9231,,65.0,Toowoomba,Toowoomba,True
Wyalla Plaza,QLD,-27.569,151.9231,,65.0,Toowoomba,Toowoomba,True
Westbrook,QLD,-27.6167,151.8667,Hume,65.0,Toowoomba,Toowoomba,True
Toowoomba,QLD,-27.5606,151.9539,,65.0,Toowoomba,Toowoomba,True
Toowoomba West,QLD,-27.7858,151.9008,Ballarat,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Douglas,QLD,-27.2667,151.775,Gold Coast,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Emu Creek,QLD,-27.2357,152.0854,Toowoomba,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Pinelands,QLD,-27.2357,152.0854,Toowoomba,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Nukinenda,QLD,-27.2357,152.0854,Toowoomba,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Sylvia Vale,QLD,-27.1,151.9833,Latrobe - Gippsland,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Crows Nest,QLD,-27.2599,152.0516,,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Stoneleigh,QLD,-26.5766,151.3706,Melbourne - North East,67.0,Wide Bay,Wide Bay,True
Springside,QLD,-27.6744,151.5921,Darling Downs - Maranoa,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,False
Felton East,QLD,-27.8022,151.7693,,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Greenwood,QLD,-27.3852,151.7109,,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Highland Plains,QLD,-27.3852,151.7109,,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Devon Park,QLD,-27.3852,151.7109,,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Balgowan,QLD,-27.3852,151.7109,,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Dunmore,QLD,-27.5416,151.2481,,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Somerset,QLD,-16.6282,145.2087,Warrnambool and South West,63.0,Queensland - Outback,Queensland - Outback,True
Barratta,QLD,-19.5311,147.2132,Brisbane - North,66.0,Townsville,Townsville,True
Shelly Beach,QLD,-19.2565,146.8183,Darling Downs - Maranoa,66.0,Townsville,Townsville,True
West End,QLD,-19.2669,146.7937,,66.0,Townsville,Townsville,True
Townsville Dc,QLD,-19.2565,146.8183,Darling Downs - Maranoa,66.0,Townsville,Townsville,True
Townsville Mc,QLD,-19.2565,146.8183,Darling Downs - Maranoa,66.0,Townsville,Townsville,True
Townsville,QLD,-19.2664,146.8057,Darling Downs - Maranoa,66.0,Townsville,Townsville,True
Yarrawonga,QLD,-19.2565,146.8183,Darling Downs - Maranoa,66.0,Townsville,Townsville,True
Townsville West,QLD,-19.2565,146.8183,Darling Downs - Maranoa,66.0,Townsville,Townsville,True
Castle Hill,QLD,-19.2582,146.801,Darling Downs - Maranoa,66.0,Townsville,Townsville,True
Oak Valley,QLD,-19.4083,146.8213,Latrobe - Gippsland,66.0,Townsville,Townsville,True
Stuart,QLD,-19.347,146.8438,Brisbane - North,66.0,Townsville,Townsville,True
James Cook University,QLD,-19.3416,146.8152,Ipswich,66.0,Townsville,Townsville,True
Hyde Park Castletown,QLD,-19.2866,146.7911,Mackay - Isaac - Whitsunday,66.0,Townsville,Townsville,True
Rising Sun,QLD,-19.2866,146.7911,Mackay - Isaac - Whitsunday,66.0,Townsville,Townsville,True
Hyde Park,QLD,-19.2769,146.7965,Mackay - Isaac - Whitsunday,66.0,Townsville,Townsville,True
Pimlico,QLD,-19.2817,146.788,Mackay - Isaac - Whitsunday,66.0,Townsville,Townsville,True
Lavarack Barracks,QLD,-19.342,146.636,,66.0,Townsville,Townsville,True
Townsville Milpo,QLD,-19.342,146.636,,66.0,Townsville,Townsville,True
Aitkenvale Bc,QLD,-19.2975,146.7681,Latrobe - Gippsland,66.0,Townsville,Townsville,True
Garbutt East,QLD,-19.2975,146.7681,Latrobe - Gippsland,66.0,Townsville,Townsville,True
Garbutt Bc,QLD,-19.2975,146.7681,Latrobe - Gippsland,66.0,Townsville,Townsville,True
Thuringowa Dc,QLD,-19.2975,146.7681,Latrobe - Gippsland,66.0,Townsville,Townsville,True
Douglas,QLD,-19.3239,146.7523,Logan - Beaudesert,66.0,Townsville,Townsville,True
Kelso,QLD,-19.3893,146.7191,Central Queensland,66.0,Townsville,Townsville,True
Blue Hills,QLD,-19.2221,146.6376,Latrobe - Gippsland,66.0,Townsville,Townsville,True
Cosgrove,QLD,-19.2221,146.6376,Latrobe - Gippsland,66.0,Townsville,Townsville,True
Purono Park,QLD,-19.2221,146.6376,Latrobe - Gippsland,66.0,Townsville,Townsville,True
Black River,QLD,-19.2252,146.6179,Latrobe - Gippsland,66.0,Townsville,Townsville,True
Arcadia Bay,QLD,-19.1488,146.866,Queensland - Outback,66.0,Townsville,Townsville,True
Magnetic Island,QLD,-19.1551,146.8485,Queensland - Outback,66.0,Townsville,Townsville,True
Arcadia,QLD,-19.1488,146.866,Queensland - Outback,66.0,Townsville,Townsville,True
Bell,QLD,-26.9354,151.451,Hume,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Cooranga North,QLD,-26.7833,151.3833,,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Auburn,QLD,-25.9526,150.6157,,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Hopeland,QLD,-26.6865,150.8203,,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Pelican,QLD,-26.5833,150.8667,,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Boortkoi,QLD,-26.5333,150.3833,Ballarat,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Myall Park,QLD,-27.2167,149.65,,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Pelham,QLD,-26.6331,150.1409,,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Dalwogan,QLD,-26.5727,150.1489,Latrobe - Gippsland,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Sunnyside,QLD,-26.9484,149.8925,Ipswich,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Glebe,QLD,-26.1289,150.0651,,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Hornet Bank,QLD,-26.1289,150.0651,,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Peek-A-Doo,QLD,-26.1289,150.0651,,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Tara,QLD,-27.2761,150.4568,Latrobe - Gippsland,55.0,Darling Downs - Maranoa,Darling Downs - Maranoa,True
Shutehaven,QLD,-20.2885,148.7841,Queensland - Outback,60.0,Mackay - Isaac - Whitsunday,Mackay - Isaac - Whitsunday,True
Collinsville,QLD,-20.5522,147.844,,60.0,Mackay - Isaac - Whitsunday,Mackay - Isaac - Whitsunday,True
Delta,QLD,-20.0167,148.1833,,60.0,Mackay - Isaac - Whitsunday,Mackay - Isaac - Whitsunday,True
Binbee,QLD,-20.3,147.9333,Mornington Peninsula,60.0,Mackay - Isaac - Whitsunday,Mackay - Isaac - Whitsunday,True
Brisk Bay,QLD,-20.0526,148.0223,,60.0,Mackay - Isaac - Whitsunday,Mackay - Isaac - Whitsunday,True
Rose Bay,QLD,-20.0526,148.0223,,60.0,Mackay - Isaac - Whitsunday,Mackay - Isaac - Whitsunday,True
Queens Beach,QLD,-19.9796,148.2263,,60.0,Mackay - Isaac - Whitsunday,Mackay - Isaac - Whitsunday,True
Dromedary,QLD,-24.6344,149.659,Ipswich,56.0,Central Queensland,Central Queensland,True
Garden Island,SA,-34.8441,138.4953,Darling Downs - Maranoa,73.0,Adelaide - West,Adelaide - West,True
Port Adelaide Dc,SA,-34.8441,138.4953,Darling Downs - Maranoa,73.0,Adelaide - West,Adelaide - West,True
Port Adelaide Bc,SA,-34.8441,138.4953,Darling Downs - Maranoa,73.0,Adelaide - West,Adelaide - West,True
City West Campus,SA,-34.9287,138.5986,Logan - Beaudesert,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Station Arcade,SA,-34.9287,138.5986,Logan - Beaudesert,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Rundle Mall,SA,-34.9287,138.5986,Logan - Beaudesert,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Parliament House,SA,-34.9287,138.5986,Logan - Beaudesert,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Adelaide Bc,SA,-34.9287,138.5986,Logan - Beaudesert,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Hutt Street,SA,-34.9287,138.5986,Logan - Beaudesert,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Halifax Street,SA,-34.9287,138.5986,Logan - Beaudesert,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Sturt Street,SA,-34.9287,138.5986,Logan - Beaudesert,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
The University Of Adelaide,SA,-34.8972,138.5717,,73.0,Adelaide - West,Adelaide - West,True
Adelaide University,SA,-34.8972,138.5717,,73.0,Adelaide - West,Adelaide - West,True
University Of Adelaide,SA,-34.8972,138.5717,,73.0,Adelaide - West,Adelaide - West,True
Hindmarsh,SA,-34.9061,138.5706,,73.0,Adelaide - West,Adelaide - West,True
Burnside,SA,-34.9404,138.6691,Cairns,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Skye,SA,-34.9245,138.6928,Central Queensland,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Magill North,SA,-34.9146,138.6853,Central Queensland,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Magill South,SA,-34.9091,138.675,Ipswich,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Tranmere North,SA,-34.8935,138.6626,,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Tranmere,SA,-34.9055,138.6621,Central Queensland,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Inglewood,SA,-34.824,138.7739,Darling Downs - Maranoa,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Piccadilly,SA,-34.9778,138.7302,,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Ashbourne,SA,-35.2873,138.7668,,76.0,South Australia - South East,South Australia - South East,True
Clarendon,SA,-35.1167,138.6333,Wide Bay,72.0,Adelaide - South,Adelaide - South,True
Cromer,SA,-34.7627,138.9901,Ipswich,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Mount Pleasant,SA,-34.7749,139.0491,Mackay - Isaac - Whitsunday,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Taunton,SA,-34.7012,139.0541,Ipswich,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
St Ives,SA,-35.0444,138.954,,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Altona,SA,-34.5962,138.914,Ipswich,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Stockyard Creek,SA,-34.3003,138.5852,Wide Bay,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Macclesfield,SA,-35.1718,138.8359,Moreton Bay - North,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Chapel Hill,SA,-35.0892,138.7584,Central Queensland,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Bradbury,SA,-35.0608,138.7251,,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Longwood,SA,-35.05,138.7167,,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Middleton,SA,-35.5105,138.7038,Mackay - Isaac - Whitsunday,76.0,South Australia - South East,South Australia - South East,True
Narrung,SA,-35.5122,139.1685,Central Queensland,76.0,South Australia - South East,South Australia - South East,True
Lake Albert,SA,-35.3839,139.3381,Logan - Beaudesert,76.0,South Australia - South East,South Australia - South East,True
East Wellington,SA,-35.3333,139.4,Logan - Beaudesert,76.0,South Australia - South East,South Australia - South East,True
Point Mcleay,SA,-35.5333,139.1,Mackay - Isaac - Whitsunday,76.0,South Australia - South East,South Australia - South East,True
Raukkan,SA,-35.5333,139.1,Mackay - Isaac - Whitsunday,76.0,South Australia - South East,South Australia - South East,True
Millbrook,SA,-34.8028,138.8422,,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Gleeson Hill,SA,-33.7232,138.1573,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Wandearah,SA,-33.3852,138.1555,Sunshine Coast,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Beaufort,SA,-34.0833,138.2,Queensland - Outback,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Inkerman,SA,-34.2799,138.2378,Central Queensland,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
New Town,SA,-33.9936,137.7613,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Jericho,SA,-33.9936,137.7613,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Nangari,SA,-34.4903,140.8742,,76.0,South Australia - South East,South Australia - South East,True
Highgate,SA,-34.9618,138.6218,Wide Bay,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Parkside,SA,-34.9451,138.613,Townsville,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Eastwood,SA,-34.9423,138.6218,Mackay - Isaac - Whitsunday,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Norwood South,SA,-34.9242,138.6305,Wide Bay,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Norwood,SA,-34.9273,138.6285,Wide Bay,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Eagle On The Hill,SA,-34.9741,138.6734,Townsville,72.0,Adelaide - South,Adelaide - South,True
Beverley,SA,-34.8951,138.5463,,73.0,Adelaide - West,Adelaide - West,True
St Clair,SA,-34.8709,138.5354,Wide Bay,73.0,Adelaide - West,Adelaide - West,True
St Claire,SA,-34.8806,138.5381,Gold Coast,73.0,Adelaide - West,Adelaide - West,True
Woodville,SA,-34.877,138.5429,Wide Bay,73.0,Adelaide - West,Adelaide - West,True
Rosewater East,SA,-34.8496,138.5369,,73.0,Adelaide - West,Adelaide - West,True
Exeter,SA,-34.8399,138.489,Queensland - Outback,73.0,Adelaide - West,Adelaide - West,True
Tennyson,SA,-34.886,138.4859,Wide Bay,73.0,Adelaide - West,Adelaide - West,True
Kirkcaldy,SA,-34.9086,138.4915,Wide Bay,73.0,Adelaide - West,Adelaide - West,True
Grange,SA,-34.9022,138.4902,Wide Bay,73.0,Adelaide - West,Adelaide - West,True
Seaton North,SA,-34.9,138.525,Darling Downs - Maranoa,73.0,Adelaide - West,Adelaide - West,True
Riverton,SA,-34.1551,138.7482,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Navan,SA,-34.1517,138.7188,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Woolshed Flat,SA,-34.1517,138.7188,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Manoora,SA,-34.0,138.8167,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Stanley,SA,-33.787,138.6034,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Auburn,SA,-34.0269,138.6852,Wide Bay,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Bungaree,SA,-33.7443,138.5609,Sunshine Coast,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Hart,SA,-33.697,138.4166,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Rochester,SA,-33.6952,138.4853,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Midgee,SA,-33.4209,137.1546,Ipswich,75.0,South Australia - Outback,South Australia - Outback,True
Dowling,SA,-33.8907,137.9935,Darling Downs - Maranoa,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Melton,SA,-33.8907,137.9935,Darling Downs - Maranoa,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Wallaroo,SA,-33.9388,137.6337,Central Queensland,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
North Beach,SA,-33.9029,137.6329,Wide Bay,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Smithfield,SA,-34.6833,138.6833,Wide Bay,71.0,Adelaide - North,Adelaide - North,True
Yattalunga,SA,-34.6847,138.8037,Central Queensland,71.0,Adelaide - North,Adelaide - North,True
Smithfield West,SA,-34.657,138.671,Mackay - Isaac - Whitsunday,71.0,Adelaide - North,Adelaide - North,True
Maude,SA,-33.9355,139.4141,Cairns,76.0,South Australia - South East,South Australia - South East,True
Westons Flat,SA,-33.9355,139.4141,Cairns,76.0,South Australia - South East,South Australia - South East,True
Stuart,SA,-33.0249,137.5247,Darling Downs - Maranoa,75.0,South Australia - Outback,South Australia - Outback,True
Bright,SA,-33.9035,139.1343,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Rocky Plain,SA,-34.0109,139.1339,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Worlds End,SA,-33.8327,139.0567,Wide Bay,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Worlds End Creek,SA,-33.8327,139.0567,Wide Bay,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Waterloo,SA,-33.9833,138.8667,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Black Springs,SA,-33.9,138.9,Queensland - Outback,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Collinsville,SA,-33.3333,139.15,Sunshine Coast,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Glenroy,SA,-37.25,140.85,Central Queensland,76.0,South Australia - South East,South Australia - South East,True
Sebastopol,SA,-37.5651,140.2921,Cairns,76.0,South Australia - South East,South Australia - South East,True
Willoughby,SA,-35.7788,137.9046,,76.0,South Australia - South East,South Australia - South East,True
Hungerford,SA,-35.7788,137.9046,,76.0,South Australia - South East,South Australia - South East,True
Menzies,SA,-35.6977,137.3447,,76.0,South Australia - South East,South Australia - South East,True
Harriet River,SA,-35.6977,137.3447,,76.0,South Australia - South East,South Australia - South East,True
Seddon,SA,-35.8359,137.2923,,76.0,South Australia - South East,South Australia - South East,True
Purnong Landing,SA,-34.8667,139.6167,Cairns,76.0,South Australia - South East,South Australia - South East,True
Coolcha,SA,-34.9167,139.5833,Wide Bay,76.0,South Australia - South East,South Australia - South East,True
Rocky Point,SA,-34.8633,139.4486,Wide Bay,76.0,South Australia - South East,South Australia - South East,True
Wall,SA,-34.9667,139.3167,Central Queensland,76.0,South Australia - South East,South Australia - South East,True
Wilkawatt,SA,-35.3673,140.3601,,76.0,South Australia - South East,South Australia - South East,True
Sherlock,SA,-35.3167,139.8167,Central Queensland,76.0,South Australia - South East,South Australia - South East,True
Mindarie,SA,-34.8167,140.2167,,76.0,South Australia - South East,South Australia - South East,True
Katunga Station,SA,-32.864,137.1598,Central Queensland,75.0,South Australia - Outback,South Australia - Outback,True
Secret Rocks,SA,-32.864,137.1598,Central Queensland,75.0,South Australia - Outback,South Australia - Outback,True
Iron Baron,SA,-32.9951,137.1686,Central Queensland,75.0,South Australia - Outback,South Australia - Outback,True
Cooyerdoo,SA,-32.864,137.1598,Central Queensland,75.0,South Australia - Outback,South Australia - Outback,True
Gilles Downs,SA,-32.864,137.1598,Central Queensland,75.0,South Australia - Outback,South Australia - Outback,True
Myola Station,SA,-32.864,137.1598,Central Queensland,75.0,South Australia - Outback,South Australia - Outback,True
Jamieson,SA,-33.5196,136.3884,Central Queensland,75.0,South Australia - Outback,South Australia - Outback,True
Kolendo,SA,-32.4474,136.411,,75.0,South Australia - Outback,South Australia - Outback,True
Nonning,SA,-32.5,136.5,,75.0,South Australia - Outback,South Australia - Outback,True
Hiltaba,SA,-32.4474,136.411,,75.0,South Australia - Outback,South Australia - Outback,True
Siam,SA,-32.4053,136.6694,,75.0,South Australia - Outback,South Australia - Outback,True
Thurlga,SA,-32.4474,136.411,,75.0,South Australia - Outback,South Australia - Outback,True
Kokatha,SA,-32.4474,136.411,,75.0,South Australia - Outback,South Australia - Outback,True
Rosedale,SA,-34.55,138.85,Wide Bay,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Ebenezer,SA,-34.4222,139.033,Townsville,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Hamilton,SA,-34.2167,138.8667,Darling Downs - Maranoa,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Buchanan,SA,-34.1604,139.1605,,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Hampden,SA,-34.15,139.05,Wide Bay,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Alma,SA,-34.2668,138.6304,Central Queensland,74.0,Barossa - Yorke - Mid North,Barossa - Yorke - Mid North,True
Edilillie,SA,-34.4118,135.7063,Central Queensland,75.0,South Australia - Outback,South Australia - Outback,True
Mitchell,SA,-35.0103,138.5627,Ipswich,72.0,Adelaide - South,Adelaide - South,True
Kalyan,SA,-34.9333,139.8333,Queensland - Outback,76.0,South Australia - South East,South Australia - South East,True
Woodleigh,SA,-34.5682,140.7151,Wide Bay,76.0,South Australia - South East,South Australia - South East,True
Kingston-On-Murray,SA,-34.2189,140.3345,Sunshine Coast,76.0,South Australia - South East,South Australia - South East,True
Swan Reach,SA,-34.5666,139.5975,Townsville,76.0,South Australia - South East,South Australia - South East,True
Moorundie,SA,-34.4005,139.5906,Darling Downs - Maranoa,76.0,South Australia - South East,South Australia - South East,True
Chundaria,SA,-31.8321,133.0531,Darling Downs - Maranoa,75.0,South Australia - Outback,South Australia - Outback,True
Mitchidy Moola,SA,-31.8321,133.0531,Darling Downs - Maranoa,75.0,South Australia - Outback,South Australia - Outback,True
Nanbona,SA,-31.8321,133.0531,Darling Downs - Maranoa,75.0,South Australia - Outback,South Australia - Outback,True
Nundroo,SA,-31.7798,132.2043,,75.0,South Australia - Outback,South Australia - Outback,True
Oak Valley,SA,-29.4324,130.7881,,75.0,South Australia - Outback,South Australia - Outback,True
Wandana,SA,-31.8321,133.0531,Darling Downs - Maranoa,75.0,South Australia - Outback,South Australia - Outback,True
Bookabie,SA,-31.8384,132.6899,,75.0,South Australia - Outback,South Australia - Outback,True
Fowlers Bay,SA,-31.9865,132.4349,,75.0,South Australia - Outback,South Australia - Outback,True
Camden Park,SA,-34.9686,138.5396,Darling Downs - Maranoa,73.0,Adelaide - West,Adelaide - West,True
Melrose Park Dc,SA,-34.9796,138.5749,Central Queensland,72.0,Adelaide - South,Adelaide - South,True
Melrose Park,SA,-34.9833,138.5754,Central Queensland,72.0,Adelaide - South,Adelaide - South,True
Flinders University,SA,-35.0068,138.5762,,72.0,Adelaide - South,Adelaide - South,True
Mitchell Park,SA,-35.0103,138.5627,Ipswich,72.0,Adelaide - South,Adelaide - South,True
Warradale North,SA,-35.0019,138.5381,Ipswich,72.0,Adelaide - South,Adelaide - South,True
Brighton,SA,-35.0182,138.5235,Ipswich,72.0,Adelaide - South,Adelaide - South,True
Port Stanvac,SA,-35.1068,138.4929,,72.0,Adelaide - South,Adelaide - South,True
Lonsdale Dc,SA,-35.1068,138.4929,,72.0,Adelaide - South,Adelaide - South,True
Birdwood,SA,-34.8183,138.9648,,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Palmer,SA,-34.85,139.1667,Logan - Beaudesert,76.0,South Australia - South East,South Australia - South East,True
Inverbrackie,SA,-34.9734,138.8917,Darling Downs - Maranoa,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Woodside,SA,-34.9543,138.879,Sunshine Coast,70.0,Adelaide - Central and Hills,Adelaide - Central and Hills,True
Rocky Gully,SA,-35.1138,139.3227,Queensland - Outback,76.0,South Australia - South East,South Australia - South East,True
