suburb,state,latitude,longitude,index_right,DISTRICT,ST_NM,ST_CEN_CD,DT_CEN_CD,censuscode,final_region,was_different
Virudunagar,Tamil Nadu,9.484042897475032,77.94308416539987,604.0,Virudunagar,Tamil Nadu,33.0,24.0,625.0,Virudunagar,False
Visakhapatnam,Andhra Pradesh,17.89148803971867,82.69248708328601,605.0,Visakhapatnam,Andhra Pradesh,28.0,13.0,544.0,Visakhapatnam,False
Vizianagaram,Andhra Pradesh,18.46834144450273,83.37943278068536,606.0,Vizianagaram,Andhra Pradesh,28.0,12.0,543.0,Vizianagaram,False
Warangal,Andhra Pradesh,17.955869331754027,79.79947126103012,607.0,Warangal,Andhra Pradesh,28.0,9.0,540.0,Warangal,False
Wardha,Maharashtra,20.796371374904773,78.58734883117462,608.0,Wardha,Maharashtra,27.0,8.0,504.0,Wardha,False
Washim,Maharashtra,20.237911107699528,77.21924026059929,609.0,Washim,Maharashtra,27.0,6.0,502.0,Washim,False
Wayanad,Kerala,11.711311834244396,76.09811693197327,610.0,Wayanad,Kerala,32.0,3.0,590.0,Wayanad,False
West,NCT of Delhi,28.65532558667812,77.06569751923955,611.0,West,NCT of Delhi,7.0,7.0,96.0,West,False
West,Sikkim,27.349339906767167,88.17793231618363,612.0,West,Sikkim,11.0,2.0,242.0,West,False
West Garo Hills,Meghalaya,25.585497747933168,90.1448862905664,613.0,West Garo Hills,Meghalaya,17.0,1.0,293.0,West Garo Hills,False
West Godavari,Andhra Pradesh,16.89516745667533,81.4021817221378,614.0,West Godavari,Andhra Pradesh,28.0,15.0,546.0,West Godavari,False
West Kameng,Arunanchal Pradesh,27.30340758145484,92.4110325646892,615.0,West Kameng,Arunanchal Pradesh,12.0,2.0,246.0,West Kameng,False
West Khasi Hills,Meghalaya,25.5268451140773,91.26089209983073,616.0,West Khasi Hills,Meghalaya,17.0,4.0,296.0,West Khasi Hills,False
West Nimar,Madhya Pradesh,21.921272052156816,75.77460878138866,617.0,West Nimar,Madhya Pradesh,23.0,23.0,440.0,West Nimar,False
West Siang,Arunanchal Pradesh,28.322927878575765,94.51117653458483,618.0,West Siang,Arunanchal Pradesh,12.0,6.0,250.0,West Siang,False
West Tripura,Tripura,23.802672502664347,91.46501042186758,619.0,West Tripura,Tripura,16.0,1.0,289.0,West Tripura,False
Wokha,Nagaland,26.18512048997169,94.19267919978742,620.0,Wokha,Nagaland,13.0,4.0,264.0,Wokha,False
Yadgir,Karnataka,16.626598716121137,76.91377610504323,621.0,Yadgir,Karnataka,29.0,26.0,580.0,Yadgir,False
Yavatmal,Maharashtra,20.084650994671357,78.16230383547742,622.0,Yavatmal,Maharashtra,27.0,14.0,510.0,Yavatmal,False
Zunheboto,Nagaland,26.031817392364857,94.525275072281,623.0,Zunheboto,Nagaland,13.0,3.0,263.0,Zunheboto,False
Kabeerdham,Chhattisgarh,22.09146437738945,81.2231818746198,624.0,Kabeerdham,Chhattisgarh,22.0,8.0,407.0,Kabeerdham,False
Yamunanagar,Haryana,30.236694344903142,77.3050480642392,625.0,Yamunanagar,Haryana,6.0,3.0,71.0,Yamunanagar,False
Jind,Haryana,29.43580828496418,76.30074552136887,626.0,Jind,Haryana,6.0,9.0,77.0,Jind,False
Dausa,Rajasthan,26.85659486954641,76.51418662909852,627.0,Dausa,Rajasthan,8.0,11.0,109.0,Dausa,False
Karauli,Rajasthan,26.5213515655517,76.96386373293036,628.0,Karauli,Rajasthan,8.0,9.0,107.0,Karauli,False
Sawai Madhopur,Rajasthan,26.21755812516648,76.46803578178042,629.0,Sawai Madhopur,Rajasthan,8.0,10.0,108.0,Sawai Madhopur,False
Arwal,Bihar,25.16161312119997,84.69039962723593,630.0,Arwal,Bihar,10.0,38.0,240.0,Arwal,False
Jehanabad,Bihar,25.156648488728337,85.03013745027282,631.0,Jehanabad,Bihar,10.0,37.0,239.0,Jehanabad,False
Nagappattinam,Tamil Nadu,10.84993939355108,79.73887599809639,632.0,Nagappattinam,Tamil Nadu,33.0,17.0,618.0,Nagappattinam,False
Karaikal,Puducherry,10.934385863062438,79.80206128269405,633.0,Karaikal,Puducherry,34.0,4.0,637.0,Karaikal,False
Puducherry,Puducherry,11.912123019220116,79.73299720341512,603.0,Viluppuram,Tamil Nadu,33.0,6.0,607.0,Viluppuram,False
Yanam,Puducherry,16.72665043292048,82.2545591506466,635.0,Yanam,Puducherry,34.0,1.0,634.0,Yanam,False
Tapi,Gujarat,21.191914268739257,73.63142971512715,636.0,Tapi,Gujarat,24.0,26.0,493.0,Tapi,False
Nicobar,Andaman & Nicobar Island,7.518502551203453,93.602369917759,,,,,,,,False
South Andaman,Andaman & Nicobar Island,11.520841433405728,92.64919071064934,,,,,,,,False
North & Middle Andaman,Andaman & Nicobar Island,12.838815857695144,92.86761248626436,639.0,North & Middle Andaman,Andaman & Nicobar Island,35.0,2.0,639.0,North & Middle Andaman,False
Lakshadweep,Lakshadweep,11.095643302258267,72.73425941843428,,,,,,,,False
